NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.P. BURGOS;170234;VALLE DE MENA;C.S. VALLE DE MENA;VALLE DE MENA;P.A.C. Villadiego
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;VALLE DE OCA;P.A.C. Belorado
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;VALLE DE SANTIBAÑEZ;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;VALLE DE SEDANO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170229;SEDANO;C.S. SEDANO;VALLE DE SEDANO;P.A.C. Sedano
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;VALLE DE TABLADILLO;P.A.C. Cantalejo
G.A.P. BURGOS;170231;VALLE DE TOBALINA;C.S. VALLE TOBALINA;VALLE DE TOBALINA;P.A.C. Valle Tobalina
G.A.P. BURGOS;170232;VALLE DE VALDEBEZANA;C.S. VALLE VALDEBEZANA;VALLE DE VALDEBEZANA;P.A.C. Valle Valdebezana
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;VALLE DE VALDELAGUNA;P.A.C. Salas Los Infantes
G.A.S. PALENCIA;170501;AGUILAR DE CAMPOO;C.S. AGUILAR DE CAMPOO;VALLE DE VALDELUCIO;P.A.C. Aguilar De Campoo (5)
G.A.P. BURGOS;170229;SEDANO;C.S. SEDANO;VALLE DE ZAMANZAS;P.A.C. Sedano
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;VALLE DEL RETORTILLO;P.A.C. Paredes De Nava
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;VALLECILLO;P.A.C. Sahagún Campos
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;VALLEJERA;P.A.C. Pampliega
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;VALLEJERA DE RIOFRIO;P.A.C. Bejar
G.A.S. SEGOVIA;170703;CUELLAR;C.S. CUELLAR;VALLELADO;P.A.C. Cuellar
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;VALLERUELA DE PEDRAZA;P.A.C. Sepúlveda
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;VALLERUELA DE SEPULVEDA;P.A.C. Sepúlveda
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;VALLES DE PALENZUELA;P.A.C. Pampliega
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;VALLESA DE LA GUAREÑA;P.A.C. Pedrosillo El Ralo
G.A.P. BURGOS;170221;MIRANDA ESTE;C.S. MIRANDA ESTE;VALLUERCANES;P.A.C. Miranda
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;VALMALA;P.A.C. Belorado
G.A.P. VALLADOLID ESTE;171026;CIGALES;C.S. CIGALES;VALORIA LA BUENA;P.A.C. Cigales
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;VALSALABROSO;P.A.C. Vitigudino
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;VALSECA;P.A.C. Segovia Rural
G.A.S. SEGOVIA;170716;SACRAMENIA;C.S. SACRAMENIA;VALTIENDAS;P.A.C. Sacramenia
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;VALVERDE DE CAMPOS;P.A.C. Medina De Rioseco
G.A.P. LEON;170328;TROBAJO DEL CAMINO - VALVERDE DE LA VIRGEN;C.S. TROBAJO DEL CAMINO;VALVERDE DE LA VIRGEN;P.A.C. Trobajo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;VALVERDE DE VALDELACASA;P.A.C. Guijuelo
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;VALVERDE DEL MAJANO;P.A.C. Segovia Rural
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;VALVERDE-ENRIQUE;P.A.C. Mansilla Mulas
G.A.P. SALAMANCA;170622;PERIURBANA NORTE;C.S. PERIURBANA NORTE;VALVERDON;P.A.C. Periurbana Norte
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;VECILLA (LA);P.A.C. La Bañeza
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;VECINOS;P.A.C. Matilla Caños
G.A.S. EL BIERZO;170403;FABERO;C.S. FABERO;VEGA DE ESPINAREDA;P.A.C. Fabero
G.A.P. LEON;170301;ARMUNIA;C.S. ARMUNIA;VEGA DE INFANZONES;P.A.C. Armunia
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VEGA DE RUIPONCE;P.A.C. Villalón De Campos
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;VEGA DE SANTA MARIA;P.A.C. Ávila Rural
G.A.S. ZAMORA;171106;TERA;C.S. CAMARZANA DE TERA;VEGA DE TERA;P.A.C. Camarzana De Tera
G.A.P. SALAMANCA;170623;PERIURBANA SUR;C.S. PERIURBANO SUR;VEGA DE TIRADOS;P.A.C. Periurbano Sur
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;VEGA DE VALCARCE;P.A.C. Villafranca Bierzo
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;VEGA DE VALDETRONCO;P.A.C. Mota Del Marqués
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;VEGA DE VILLALOBOS;P.A.C. Villalpando
G.A.P. LEON;170319;MATALLANA DE TORIO;C.S. MATALLANA DE TORIO;VEGACERVERA;P.A.C. Matallana De Torío
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;VEGALATRAVE;P.A.C. Carbajales De Alba
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;VEGANZONES;P.A.C. Cantalejo
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;VEGAQUEMADA;P.A.C. La Bañeza
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;VEGAS DE MATUTE;P.A.C. Villacastín
G.A.P. LEON;170317;LEON VI - JOSE AGUADO II;C.S. JOSE AGUADO II;VEGAS DEL CONDADO;P.A.C. José Aguado
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;VEGUILLAS (LAS);P.A.C. Matilla Caños
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;VELAMAZAN;P.A.C. Almazán
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;VELASCALVARO;P.A.C. Medina
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;VELAYOS;P.A.C. Ávila Rural
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;VELILLA;P.A.C. Tordesillas
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;VELILLA DE LOS AJOS;P.A.C. Gómara
G.A.S. PALENCIA;170506;GUARDO;C.S. GUARDO;VELILLA DEL RIO CARRION;P.A.C. Guardo
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;VELLES (LA);P.A.C. Pedrosillo El Ralo
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;VELLIZA;P.A.C. Tordesillas
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;VENIALBO;P.A.C. Zamora Integrado
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;VENTA DE BAÑOS;P.A.C. Venta De Baños
G.A.P. VALLADOLID ESTE;171017;SERRADA;C.S. SERRADA;VENTOSA DE LA CUESTA;P.A.C. Serrada
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;VENTOSA DEL RIO ALMAR;P.A.C. Peñaranda
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;VERTAVILLO;P.A.C. Venta De Baños
G.A.S. ZAMORA;171117;TORO;C.S. TORO;VEZDEMARBAN;P.A.C. Toro
G.A.P. VALLADOLID OESTE;170909;LAGUNA DE DUERO;C.S. LAGUNA DE DUERO;VIANA DE CEGA;P.A.C. Laguna De Duero
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;VID DE BUREBA (LA);P.A.C. Briviesca
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;VID DE OJEDA (LA);P.A.C. Herrera De Pisuerga
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VID Y BARRIOS (LA);P.A.C. Aranda
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;VIDAYANES;P.A.C. Villarrín
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;VIDEMALA;P.A.C. Carbajales De Alba
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;VIDOLA (LA);P.A.C. Vitigudino
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;VILEÑA;P.A.C. Briviesca
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;VILLABAÑEZ;P.A.C. Tudela
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLABARUZ DE CAMPOS;P.A.C. Villalón De Campos
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;VILLABASTA DE VALDAVIA;P.A.C. Saldaña
G.A.S. EL BIERZO;170409;VILLABLINO;C.S. VILLABLINO;VILLABLINO;P.A.C. Villablino
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;VILLABRAGIMA;P.A.C. Medina De Rioseco
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VILLABRAZ;P.A.C. Valencia De D. Juan
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;VILLABRAZARO;P.A.C. Benavente
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;VILLABUENA DEL PUENTE;P.A.C. La Guareña
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLACARRALON;P.A.C. Villalón De Campos
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;VILLACASTIN;P.A.C. Villacastín
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLACID DE CAMPOS;P.A.C. Villalón De Campos
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;VILLACIDALER;P.A.C. Villada
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;VILLACIERVOS;P.A.C. Soria Rural Norte Y Sur
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;VILLACO;P.A.C. Esguevillas
G.A.S. PALENCIA;170502;BALTANAS;C.S. BALTANAS;VILLACONANCIO;P.A.C. Baltanás
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;VILLADA;P.A.C. Villada
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;VILLADANGOS DEL PARAMO;P.A.C. Ribera Del Órbigo
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;VILLADECANES;P.A.C. Villafranca Bierzo
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VILLADEMOR DE LA VEGA;P.A.C. Valencia De D. Juan
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;VILLADEPERA;P.A.C. Bermillo De Sayago
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;VILLADIEGO;P.A.C. Villadiego
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;VILLAELES DE VALDAVIA;P.A.C. Saldaña
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;VILLAESCUSA;P.A.C. La Guareña
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;VILLAESCUSA DE ROA;P.A.C. Roa De Duero
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;VILLAESCUSA LA SOMBRIA;P.A.C. Burgos Rural Norte Sur
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;VILLAFAFILA;P.A.C. Villarrín
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;VILLAFERRUEÑA;P.A.C. Benavente
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;VILLAFLOR;P.A.C. San Pedro Arroyo
G.A.P. SALAMANCA;170605;CANTALAPIEDRA;C.S. CANTALAPIEDRA;VILLAFLORES;P.A.C. Cantalapiedra
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLAFRADES DE CAMPOS;P.A.C. Villalón De Campos
G.A.P. VALLADOLID ESTE;171019;ALAEJOS;C.S. ALAEJOS;VILLAFRANCA DE DUERO;P.A.C.  Alaejos
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;VILLAFRANCA DE LA SIERRA;P.A.C. Piedrahita
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;VILLAFRANCA DEL BIERZO;P.A.C. Astorga
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;VILLAFRANCA DEL BIERZO;P.A.C. Villafranca Bierzo
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;VILLAFRANCA MONTES DE OCA;P.A.C. Belorado
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;VILLAFRECHOS;P.A.C. Villafrechós
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;VILLAFRUELA;P.A.C. Lerma
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;VILLAFUERTE;P.A.C. Esguevillas
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;VILLAGALIJO;P.A.C. Belorado
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;VILLAGARCIA DE CAMPOS;P.A.C. Villafrechós
G.A.S. EL BIERZO;170401;BEMBIBRE;C.S. BEMBIBRE;VILLAGATON;P.A.C. Bembibre (4)
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;VILLAGATON;P.A.C. Astorga
G.A.S. ZAMORA;171118;VIDRIALES;C.S. SANTIBAÑEZ VIDRIAL;VILLAGERIZ;P.A.C. Santibañez Vidriales
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLAGOMEZ LA NUEVA;P.A.C. Villalón De Campos
G.A.P. SALAMANCA;170628;SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES;VILLAGONZALO DE TORMES;P.A.C. Santa Marta De Tormes
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VILLAGONZALO PEDERNALES;P.A.C. Burgos Rural Norte Sur
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;VILLAHAN;P.A.C. Torquemada
G.A.S. PALENCIA;170510;OSORNO;C.S. OSORNO;VILLAHERREROS;P.A.C. Osorno
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;VILLAHOZ;P.A.C. Lerma
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;VILLALACO;P.A.C. Frómista
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;VILLALAR DE LOS COMUNEROS;P.A.C. Tordesillas
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;VILLALAZAN;P.A.C. Zamora Integrado
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VILLALBA DE DUERO;P.A.C. Aranda
G.A.S. PALENCIA;170506;GUARDO;C.S. GUARDO;VILLALBA DE GUARDO;P.A.C. Guardo
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;VILLALBA DE LA LAMPREANA;P.A.C. Villarrín
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;VILLALBA DE LA LOMA;P.A.C. Mayorga De Campos
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;VILLALBA DE LOS ALCORES;P.A.C. Medina De Rioseco
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;VILLALBA DE LOS LLANOS;P.A.C. Matilla Caños
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;VILLALBARBA;P.A.C. Mota Del Marqués
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VILLALBILLA DE BURGOS;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VILLALBILLA DE GUMIEL;P.A.C. Aranda
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;VILLALCAMPO;P.A.C. Zamora Integrado
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;VILLALCAZAR DE SIRGA;P.A.C. Carrión De Los Condes
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;VILLALCON;P.A.C. Villada
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;VILLALDEMIRO;P.A.C. Pampliega
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;VILLALMANZO;P.A.C. Lerma
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;VILLALOBON;P.A.C. Palencia
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;VILLALOBOS;P.A.C. Villalpando
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;VILLALON DE CAMPOS;P.A.C. Mayorga De Campos
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLALON DE CAMPOS;P.A.C. Villalón De Campos
G.A.S. ZAMORA;171117;TORO;C.S. TORO;VILLALONSO;P.A.C. Toro
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;VILLALPANDO;P.A.C. Villalpando
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;VILLALUBE;P.A.C. Zamora Integrado
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;VILLALUENGA DE LA VEGA;P.A.C. Saldaña
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VILLAMAÑAN;P.A.C. Valencia De D. Juan
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VILLAMANDOS;P.A.C. Valencia De D. Juan
G.A.P. LEON;170307;CUENCA DEL BERNESGA;C.S. CUENCA BERNESGA;VILLAMANIN;P.A.C La Pola de Gordón
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;VILLAMARTIN DE CAMPOS;P.A.C. Villarramiel
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;VILLAMARTIN DE DON SANCHO;P.A.C. Sahagún Campos
G.A.P. SALAMANCA;170622;PERIURBANA NORTE;C.S. PERIURBANA NORTE;VILLAMAYOR;P.A.C. Periurbana Norte
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;VILLAMAYOR DE CAMPOS;P.A.C. Villalpando
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;VILLAMAYOR DE LOS MONTES;P.A.C. Lerma
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;VILLAMAYOR DE TREVIÑO;P.A.C. Villadiego
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;VILLAMBISTIA;P.A.C. Belorado
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;VILLAMEDIANA;P.A.C. Torquemada
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;VILLAMEDIANILLA;P.A.C. Pampliega
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;VILLAMEJIL;P.A.C. Astorga
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;VILLAMERIEL;P.A.C. Herrera De Pisuerga
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VILLAMIEL DE LA SIERRA;P.A.C. Burgos Rural Norte Sur
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;VILLAMOL;P.A.C. Sahagún Campos
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;VILLAMONTAN DE LA VALDUERNA;P.A.C. La Bañeza
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;VILLAMOR DE LOS ESCUDEROS;P.A.C. La Guareña
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;VILLAMORATIEL DE LAS MATAS;P.A.C. Mansilla Mulas
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;VILLAMORONTA;P.A.C. Carrión De Los Condes
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;VILLAMUERA DE LA CUEZA;P.A.C. Paredes De Nava
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;VILLAMURIEL DE CAMPOS;P.A.C. Villafrechós
G.A.S. PALENCIA;170520;VILLAMURIEL DE CERRATO;C.S. VILLAMURIEL DE CERRATO;VILLAMURIEL DE CERRATO;P.A.C. Villamuriel de Cerrato
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;VILLAN DE TORDESILLAS;P.A.C. Tordesillas
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;VILLANAZAR;P.A.C. Benavente
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;VILLANAZAR;P.A.C. Benavente
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VILLANGOMEZ;P.A.C. Burgos Rural Norte Sur
G.A.P. VALLADOLID OESTE;170926;VALLADOLID RURAL II;C.S. VALLADOLID RURAL II;VILLANUBLA;P.A.C. Valladolid Rural II
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VILLANUEVA DE ARGAÑO;P.A.C. Burgos Rural Norte Sur
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;VILLANUEVA DE AVILA;P.A.C. Burgohondo
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;VILLANUEVA DE AZOAGUE;P.A.C. Benavente
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;VILLANUEVA DE CAMPEAN;P.A.C. Corrales Del Vino
G.A.P. VALLADOLID ESTE;171017;SERRADA;C.S. SERRADA;VILLANUEVA DE DUERO;P.A.C. Serrada
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;VILLANUEVA DE GOMEZ;P.A.C. Arévalo
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;VILLANUEVA DE GORMAZ;P.A.C. El Burgo De Osma
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VILLANUEVA DE GUMIEL;P.A.C. Aranda
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;VILLANUEVA DE LA CONDESA;P.A.C. Villalón De Campos
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;VILLANUEVA DE LAS MANZANAS;P.A.C. Mansilla Mulas
G.A.S. ZAMORA;171106;TERA;C.S. CAMARZANA DE TERA;VILLANUEVA DE LAS PERAS;P.A.C. Camarzana De Tera
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;VILLANUEVA DE LOS CABALLEROS;P.A.C. Villafrechós
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;VILLANUEVA DE LOS INFANTES;P.A.C. Esguevillas
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;VILLANUEVA DE SAN MANCIO;P.A.C. Medina De Rioseco
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;VILLANUEVA DE TEBA;P.A.C. Briviesca
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;VILLANUEVA DEL ACERAL;P.A.C. Arévalo
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;VILLANUEVA DEL CAMPILLO;P.A.C. Muñana
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;VILLANUEVA DEL CAMPO;P.A.C. Villalpando
G.A.P. SALAMANCA;170620;MIRANDA DEL CASTAÑAR;C.S. MIRANDA DEL CASTAÑAR;VILLANUEVA DEL CONDE;P.A.C. Miranda Del Castañar
G.A.S. PALENCIA;170512;PAREDES DE NAVA;C.S. PAREDES DE NAVA;VILLANUEVA DEL REBOLLAR;P.A.C. Paredes De Nava
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;VILLANUÑO DE VALDAVIA;P.A.C. Carrión De Los Condes
G.A.P. LEON;170302;ASTORGA I;C.S. ASTORGA I;VILLAOBISPO DE OTERO;P.A.C. Astorga
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VILLAORNATE Y CASTRO;P.A.C. Valencia De D. Juan
G.A.S. PALENCIA;170510;OSORNO;C.S. OSORNO;VILLAPROVEDO;P.A.C. Osorno
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;VILLAQUEJIDA;P.A.C. Valderas
G.A.P. LEON;170312;LEON I - ERAS DE RENUEVA;C.S. ERAS DE RENUEVA;VILLAQUILAMBRE;P.A.C. Eras De Renueva
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;VILLAQUIRAN DE LA PUEBLA;P.A.C. Melgar Fernamental
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;VILLAQUIRAN DE LOS INFANTES;P.A.C. Pampliega
