NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.P. SALAMANCA;170606;CIUDAD RODRIGO;C.S. CIUDAD RODRIGO;SERRADILLA DEL LLANO;P.A.C. Ciudad Rodrigo
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;SERRANILLOS;P.A.C. Burgohondo
G.A.P. SALAMANCA;170617;LINARES DE RIOFRIO;C.S. LINARES DE RIOFRIO;SIERPE (LA);P.A.C. Linares De Riofrío
G.A.P. VALLADOLID ESTE;171019;ALAEJOS;C.S. ALAEJOS;SIETE IGLESIAS DE TRABANCOS;P.A.C.  Alaejos
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;SIETEIGLESIAS DE TORMES;P.A.C. Alba De Tormes
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;SIGERES;P.A.C. San Pedro Arroyo
G.A.P. VALLADOLID OESTE;170916;PISUERGA;C.S. PISUERGA;SIMANCAS;P.A.C. Pisuerga
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;SINLABAJOS;P.A.C. Arévalo
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;SOBRADILLO;P.A.C. Lumbrales
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;SOBRADO;P.A.C. Astorga
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;SOBRADO;P.A.C. Villafranca Bierzo
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;SOLANA DE AVILA;P.A.C. Barco de Ávila
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;SOLANA DE RIOALMAR;P.A.C. Muñico
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;SOLARANA;P.A.C. Lerma
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;SOLIEDRA;P.A.C. Almazán
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;SOLOSANCHO;P.A.C. Muñana
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;SORDILLOS;P.A.C. Villadiego
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;SORIA;P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170813;SORIA NORTE;C.S. SORIA NORTE;SORIA;P.A.C. Soria Rural Norte Y Sur
G.A.S. SORIA;170814;SORIA SUR;C.S. SORIA SUR;SORIA;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;SORIHUELA;P.A.C. Guijuelo
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;SOTALBO;P.A.C. Ávila Rural
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;SOTILLO;P.A.C. Sepúlveda
G.A.S. AVILA;170119;SOTILLO DE LA ADRADA;C.S. SOTILLO DE ADRADA;SOTILLO DE LA ADRADA;P.A.C. Sotillo De Adrada
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;SOTILLO DE LA RIBERA;P.A.C. Roa De Duero
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;SOTILLO DEL RINCON;P.A.C. Soria Rural Norte Y Sur
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;SOTO DE CERRATO;P.A.C. Palencia
G.A.P. LEON;170308;BAÑEZA I LA;C.S. LA BAÑEZA I;SOTO DE LA VEGA;P.A.C. La Bañeza
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;SOTO Y AMIO;P.A.C. La Magdalena
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;SOTOBAÑADO Y PRIORATO;P.A.C. Herrera De Pisuerga
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;SOTOSALBOS;P.A.C. Navafría
G.A.P. SALAMANCA;170620;MIRANDA DEL CASTAÑAR;C.S. MIRANDA DEL CASTAÑAR;SOTOSERRANO;P.A.C. Miranda Del Castañar
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;SOTRAGERO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;SOTRESGUDO;P.A.C. Villadiego
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;SUELLACABRAS;P.A.C. Soria Rural Norte Y Sur
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;SUSINOS DEL PARAMO;P.A.C. Villadiego
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;TABANERA DE CERRATO;P.A.C. Torquemada
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;TABANERA DE VALDAVIA;P.A.C. Saldaña
G.A.S. SEGOVIA;170702;CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR;TABANERA LA LUENGA;P.A.C. Carbonero El Mayor
G.A.S. ZAMORA;171116;TABARA;C.S. TABARA;TABARA;P.A.C. Tábara
G.A.P. SALAMANCA;170619;MATILLA DE LOS CAÑOS;C.S. MATILLA CAÑOS;TABERA DE ABAJO;P.A.C. Matilla Caños
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;TAJAHUERCE;P.A.C. Olvega
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;TAJUECO;P.A.C. Berlanga De Duero
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;TALA (LA);P.A.C. Guijuelo
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;TALVEILA;P.A.C. San Leonardo Yagüe
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;TAMAMES;P.A.C. Tamames
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;TAMARA DE CAMPOS;P.A.C. Frómista
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;TAMARIZ DE CAMPOS;P.A.C. Medina De Rioseco
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;TAMARON;P.A.C. Pampliega
G.A.S. ZAMORA;171119;VILLALPANDO;C.S. VILLALPANDO;TAPIOLES;P.A.C. Villalpando
G.A.P. SALAMANCA;170605;CANTALAPIEDRA;C.S. CANTALAPIEDRA;TARAZONA DE GUAREÑA;P.A.C. Cantalapiedra
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;TARDAGUILA;P.A.C. Pedrosillo El Ralo
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;TARDAJOS;P.A.C. Burgos Rural Norte Sur
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;TARDELCUENDE;P.A.C. Soria Rural Norte Y Sur
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;TARIEGO DE CERRATO;P.A.C. Venta De Baños
G.A.S. SORIA;170802;ALMAZAN;C.S. ALMAZAN;TARODA;P.A.C. Almazán
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;TEJADA;P.A.C. Lerma
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;TEJADO;P.A.C. Gómara
G.A.P. SALAMANCA;170630;TAMAMES;C.S. TAMAMES;TEJEDA Y SEGOYUELA;P.A.C. Tamames
G.A.P. SALAMANCA;170606;CIUDAD RODRIGO;C.S. CIUDAD RODRIGO;TENEBRON;P.A.C. Ciudad Rodrigo
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;TERRADILLOS;P.A.C. Alba De Tormes
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;TERRADILLOS DE ESGUEVA;P.A.C. Roa De Duero
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;TIEDRA;P.A.C. Mota Del Marqués
G.A.S. AVILA;170111;CEBREROS;C.S. CEBREROS;TIEMBLO (EL);P.A.C. Cebreros
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;TIÑOSILLOS;P.A.C. Arévalo
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;TOBAR;P.A.C. Villadiego
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;TOLBAÑOS;P.A.C. Ávila Rural
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;TOLOCIRIO;P.A.C. Arévalo
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;TOPAS;P.A.C. Calzada Valdunciel
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;TORAL DE LOS GUZMANES;P.A.C. Valencia De D. Juan
G.A.P. VALLADOLID OESTE;170924;VILLAFRECHOS;C.S. VILLAFRECHOS;TORDEHUMOS;P.A.C. Villafrechós
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;TORDESILLAS;P.A.C. Tordesillas
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;TORDILLOS;P.A.C. Peñaranda
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;TORDOMAR;P.A.C. Lerma
G.A.S. EL BIERZO;170408;TORENO;C.S. TORENO;TORENO;P.A.C. Toreno
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;TORLENGUA;P.A.C. Gómara
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;TORMELLAS;P.A.C. Barco de Ávila
G.A.P. SALAMANCA;170617;LINARES DE RIOFRIO;C.S. LINARES DE RIOFRIO;TORNADIZO (EL);P.A.C. Linares De Riofrío
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;TORNADIZOS DE AVILA;P.A.C. Ávila Rural
G.A.S. ZAMORA;171117;TORO;C.S. TORO;TORO;P.A.C. Toro
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;TORQUEMADA;P.A.C. Torquemada
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;TORRE (LA);P.A.C. Muñana
G.A.P. VALLADOLID ESTE;171002;ESGUEVILLAS ESGUEVA;C.S. ESGUEVILLAS;TORRE DE ESGUEVA;P.A.C. Esguevillas
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;TORRE DE PEÑAFIEL;P.A.C. Peñafiel
G.A.S. EL BIERZO;170401;BEMBIBRE;C.S. BEMBIBRE;TORRE DEL BIERZO;P.A.C. Bembibre (4)
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;TORRE DEL VALLE (LA);P.A.C. Benavente
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;TORRE VAL DE SAN PEDRO;P.A.C. Navafría
G.A.S. SEGOVIA;170716;SACRAMENIA;C.S. SACRAMENIA;TORREADRADA;P.A.C. Sacramenia
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;TORREBLACOS;P.A.C. El Burgo De Osma
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;TORRECABALLEROS;P.A.C. Segovia Rural
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;TORRECILLA DE LA ABADESA;P.A.C. Tordesillas
G.A.P. VALLADOLID ESTE;171019;ALAEJOS;C.S. ALAEJOS;TORRECILLA DE LA ORDEN;P.A.C.  Alaejos
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;TORRECILLA DE LA TORRE;P.A.C. Tordesillas
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;TORRECILLA DEL MONTE;P.A.C. Lerma
G.A.S. SEGOVIA;170704;FUENTESAUCO DE FUENTIDUEÑA;C.S. FUENTESAUCO;TORRECILLA DEL PINAR;P.A.C. Fuentesauco
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;TORREGALINDO;P.A.C. Aranda
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;TORREGAMONES;P.A.C. Bermillo De Sayago
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;TORREIGLESIAS;P.A.C. Cantalejo
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;TORREIGLESIAS;P.A.C. Segovia Rural
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;TORRELARA;P.A.C. Burgos Rural Norte Sur
G.A.P. VALLADOLID OESTE;170920;TORDESILLAS;C.S. TORDESILLAS;TORRELOBATON;P.A.C. Tordesillas
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;TORREMORMOJON;P.A.C. Villarramiel
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;TORREPADRE;P.A.C. Lerma
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;TORRES DEL CARRIZAL;P.A.C. Zamora Integrado
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;TORRESANDINO;P.A.C. Roa De Duero
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;TORRESCARCELA;P.A.C. Peñafiel
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;TORRESMENUDAS;P.A.C. Calzada Valdunciel
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;TORRUBIA DE SORIA;P.A.C. Gómara
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;TORTOLES;P.A.C. Piedrahita
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;TORTOLES DE ESGUEVA;P.A.C. Roa De Duero
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;TOSANTOS;P.A.C. Belorado
G.A.S. EL BIERZO;170410;VILLAFRANCA DEL BIERZO;C.S. VILLAFRANCA BIERZO;TRABADELO;P.A.C. Villafranca Bierzo
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;TRABANCA;P.A.C. Vitigudino
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;TRABAZOS;P.A.C. Alcañices
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;TRASPINEDO;P.A.C. Tudela
G.A.S. ZAMORA;171114;SANABRIA;C.S. PUEBLA DE SANABRIA;TREFACIO;P.A.C. Puebla De Sanabria
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;TRESCASAS;P.A.C. Segovia Rural
G.A.P. BURGOS;170219;MEDINA DE POMAR;C.S. MEDINA DE POMAR;TRESPADERNE;P.A.C. Medina De Pomar
G.A.S. SORIA;170801;AGREDA;C.S. AGREDA;TREVAGO;P.A.C. Ágreda
G.A.P. VALLADOLID ESTE;171026;CIGALES;C.S. CIGALES;TRIGUEROS DEL VALLE;P.A.C. Cigales
G.A.S. PALENCIA;170504;CERVERA PISUERGA;C.S. CERVERA PISUERGA;TRIOLLO;P.A.C. Cervera Pisuerga
G.A.P. LEON;170310;CABRERA LA;C.S. TRUCHAS;TRUCHAS;P.A.C Truchas
G.A.P. BURGOS;170229;SEDANO;C.S. SEDANO;TUBILLA DEL AGUA;P.A.C. Sedano
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;TUBILLA DEL LAGO;P.A.C. Aranda
G.A.P. VALLADOLID ESTE;171018;TUDELA DE DUERO;C.S. TUDELA;TUDELA DE DUERO;P.A.C. Tudela
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;TURCIA;P.A.C. Ribera Del Órbigo
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;TUREGANO;P.A.C. Cantalejo
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;UCERO;P.A.C. El Burgo De Osma
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;UMBRIAS;P.A.C. Barco de Ávila
G.A.S. ZAMORA;171118;VIDRIALES;C.S. SANTIBAÑEZ VIDRIAL;UÑA DE QUINTANA;P.A.C. Santibañez Vidriales
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;UNION DE CAMPOS (LA);P.A.C. Valderas
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;URBEL DEL CASTILLO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;URBEL DEL CASTILLO;P.A.C. Villadiego
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;URDIALES DEL PARAMO;P.A.C. Sta. María Páramo
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;URONES DE CASTROPONCE;P.A.C. Valderas
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;URUEÑA;P.A.C. Mota Del Marqués
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;URUEÑAS;P.A.C. Sepúlveda
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;VADILLO;P.A.C. San Leonardo Yagüe
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;VADILLO DE LA GUAREÑA;P.A.C. La Guareña
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;VADILLO DE LA SIERRA;P.A.C. Muñana
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VADOCONDES;P.A.C. Aranda
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;VAL DE SAN LORENZO;P.A.C. Astorga
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;VALBUENA DE DUERO;P.A.C. Peñafiel
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;VALBUENA DE PISUERGA;P.A.C. Frómista
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;VALCABADO;P.A.C. Zamora Integrado
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;VALDE-UCIEZA;P.A.C. Carrión De Los Condes
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VALDEANDE;P.A.C. Aranda
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;VALDEARCOS DE LA VEGA;P.A.C. Peñafiel
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;VALDEAVELLANO DE TERA;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;VALDECARROS;P.A.C. Alba De Tormes
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;VALDECASA;P.A.C. Muñico
G.A.S. ZAMORA;171117;TORO;C.S. TORO;VALDEFINJAS;P.A.C. Toro
G.A.P. LEON;170317;LEON VI - JOSE AGUADO II;C.S. JOSE AGUADO II;VALDEFRESNO;P.A.C. José Aguado
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;VALDEFUENTES DE SANGUSIN;P.A.C. Bejar
G.A.P. LEON;170309;BAÑEZA II LA;C.S. BAÑEZA II;VALDEFUENTES DEL PARAMO;P.A.C. La Bañeza
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;VALDEGEÑA;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;VALDEHIJADEROS;P.A.C. Bejar
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;VALDELACASA;P.A.C. Guijuelo
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;VALDELAGEVE;P.A.C. Bejar
G.A.S. SORIA;170801;AGREDA;C.S. AGREDA;VALDELAGUA DEL CERRO;P.A.C. Ágreda
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;VALDELOSA;P.A.C. Calzada Valdunciel
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;VALDELUGUEROS;P.A.C. La Bañeza
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;VALDEMALUQUE;P.A.C. El Burgo De Osma
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;VALDEMIERQUE;P.A.C. Alba De Tormes
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VALDEMORA;P.A.C. Valencia De D. Juan
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;VALDENEBRO;P.A.C. El Burgo De Osma
G.A.P. VALLADOLID OESTE;170913;MEDINA DE RIOSECO;C.S. MEDINA DE RIOSECO;VALDENEBRO DE LOS VALLES;P.A.C. Medina De Rioseco
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;VALDEOLMILLOS;P.A.C. Palencia
G.A.P. LEON;170305;BOÑAR;C.S. BOÑAR;VALDEPIELAGO;P.A.C. La Bañeza
G.A.P. LEON;170321;RIBERA DEL ESLA;C.S. RIBERA DEL ESLA;VALDEPOLO;P.A.C. Ribera Del Esla
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;VALDEPRADOS;P.A.C. Villacastín
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;VALDERAS;P.A.C. Valderas
G.A.S. PALENCIA;170514;SALDAÑA;C.S. SALDAÑA;VALDERRABANO;P.A.C. Saldaña
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;VALDERREY;P.A.C. Astorga
G.A.S. SORIA;170804;BERLANGA DE DUERO;C.S. BERLANGA DE DUERO;VALDERRODILLA;P.A.C. Berlanga De Duero
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;VALDERRODRIGO;P.A.C. Vitigudino
G.A.P. LEON;170306;CISTIERNA;C.S. CISTIERNA;VALDERRUEDA;P.A.C. Cistierna
G.A.P. LEON;170311;MAGDALENA LA;C.S. LA MAGDALENA;VALDESAMARIO;P.A.C. La Magdalena
G.A.S. ZAMORA;171105;BENAVENTE SUR;C.S. BENAVENTE SUR;VALDESCORRIEL;P.A.C. Benavente
G.A.P. VALLADOLID ESTE;171017;SERRADA;C.S. SERRADA;VALDESTILLAS;P.A.C. Serrada
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;VALDEVACAS DE MONTEJO;P.A.C. Aranda
G.A.S. SEGOVIA;170701;CANTALEJO;C.S. CANTALEJO;VALDEVACAS Y GUIJAR;P.A.C. Cantalejo
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;VALDEVIMBRE;P.A.C. Sta. María Páramo
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;VALDEZATE;P.A.C. Roa De Duero
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;VALDORROS;P.A.C. Burgos Rural Norte Sur
G.A.P. SALAMANCA;170604;CALZADA DE VALDUNCIEL;C.S. CALZADA VALDUNCIEL;VALDUNCIEL;P.A.C. Calzada Valdunciel
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;VALDUNQUILLO;P.A.C. Mayorga De Campos
G.A.P. LEON;170327;VALENCIA DE DON JUAN;C.S. VALENCIA DE D. JUAN;VALENCIA DE DON JUAN;P.A.C. Valencia De D. Juan
G.A.P. SALAMANCA;170617;LINARES DE RIOFRIO;C.S. LINARES DE RIOFRIO;VALERO;P.A.C. Linares De Riofrío
G.A.P. VALLADOLID OESTE;170903;CAMPO GRANDE;C.S. CASA DEL BARCO;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID OESTE;170902;ARTURO EYRIES;C.S. ARTURO EYRIES;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID OESTE;170907;HUERTA DEL REY;C.S. HUERTA DEL REY;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID ESTE;171009;PILARICA;C.S. PILARICA;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171014;SAN PABLO;C.S. SAN PABLO;VALLADOLID;P.A.C. Rondilla
G.A.P. VALLADOLID OESTE;170919;VALLADOLID SUR;C.S. PARQUE ALAMEDA-COVARESA;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID OESTE;170927;DELICIAS I;C.S. DELICIAS I;VALLADOLID;P.A.C. Delicias
G.A.P. VALLADOLID ESTE;171008;SAN ISIDRO-PAJARILLOS;C.S. TORTOLA;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171010;PLAZA CIRCULAR;C.S. CIRCULAR;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171012;RONDILLA II;C.S. RONDILLA II;VALLADOLID;P.A.C. Rondilla
G.A.P. VALLADOLID OESTE;170928;DELICIAS II;C.S. DELICIAS II;VALLADOLID;P.A.C. Delicias
G.A.P. VALLADOLID OESTE;170915;PARQUESOL;C.S. PARQUESOL;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID ESTE;171013;CANTERAC;C.S. CANTERAC;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171024;CENTRO-GAMAZO;C.S. GAMAZO;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID OESTE;170906;ESPERANTO;C.S. PLAZA DEL EJERCITO;VALLADOLID;P.A.C. Arturo Eyries
G.A.P. VALLADOLID ESTE;171001;BARRIO ESPAÑA;C.S. BARRIO ESPAÑA;VALLADOLID;P.A.C. Rondilla
G.A.P. VALLADOLID ESTE;171011;RONDILLA I;C.S. RONDILLA I;VALLADOLID;P.A.C. Rondilla
G.A.P. VALLADOLID ESTE;171003;CIRCUNVALACION;C.S. CIRCUNVALACION;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171007;MAGDALENA;C.S. MAGDALENA;VALLADOLID;P.A.C. Pilarica
G.A.P. VALLADOLID ESTE;171023;VICTORIA LA;C.S. LA VICTORIA;VALLADOLID;P.A.C. Rondilla
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;VALLARTA DE BUREBA;P.A.C. Briviesca
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;VALLE DE CERRATO;P.A.C. Venta De Baños
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;VALLE DE LAS NAVAS;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170230;VALLE DE LOSA;C.S. VALLE DE LOSA;VALLE DE LOSA;P.A.C. Valle De Losa
G.A.P. BURGOS;170235;VILLARCAYO DE MERINDAD DE CASTILLA LA;C.S. VILLARCAYO;VALLE DE MANZANEDO;P.A.C. Villarcayo
